woord	lengte	rang	omschrijving	bron
PUBLIEK	7	598	Groep toeschouwers	wiktionary
BIJZONDER	8	599	Speciaal	wiktionary
GENIETEN	8	600	Voordeel hebben	wiktionary
MAKKELIJK	8	601	Niet moeilijk	wiktionary
VERSCHIL	8	602	Aspect	wiktionary
GEDURENDE	9	603	Van begin	wiktionary
HAAT	4	604	Sterk gevoel	wiktionary
PARK	4	605	Groengebied bedoeld	wiktionary
BRAND	5	606	Iets dat heel warm	wiktionary
KUNST	5	607	Toepassing	wiktionary
MOORD	5	608	Handeling met het doel	wiktionary
SPORT	5	609	Spel	wiktionary
STELT	5	610	Lange stok	wiktionary
STRIJD	5	611	Handgemeen	wiktionary
BEHALVE	7	612	Naast	wiktionary
INVLOED	7	613	Vermogen	wiktionary
BEREIKEN	8	614	Fysiek het doel halen	wiktionary
GESLACHT	8	615	Sekse	wiktionary
LOOP	4	616	Voorste deel	wiktionary
STOP	4	617	Zekering	wiktionary
GELUK	5	618	Prettige loop	wiktionary
MACHT	5	619	Vermogen zijn wil	wiktionary
SUPER	5	620	Grote winkel	wiktionary
WAARD	5	621	Geacht	wiktionary
KOFFIE	6	622	Warme drank	wiktionary
MOEITE	6	623	Grote inspanning	wiktionary
PROCENT	7	624	Honderdste deel	wiktionary
TREKKEN	7	625	Voor het zwaartepunt	wiktionary
CONTROLE	8	626	Toezicht	wiktionary
ONTSTAAN	8	627	Verandering ondergaan	wiktionary
BAND	4	628	Ring om een voorwerp	wiktionary
HOND	4	629	Zoogdier	wiktionary
WEES	4	630	Zijn	wiktionary
AARDE	5	631	Wereld	wiktionary
FEEST	5	632	Fijne bebeurtenis	wiktionary
WACHT	5	633	Plaats waar men waakt	wiktionary
TEVENS	6	634	Daarbij	wiktionary
HUWELIJK	7	635	Sacrament en verbond	wiktionary
BEGRIJPEN	8	636	Omvatten	wiktionary
GEVRAAGD	8	637	Waar men veel belang	wiktionary
DEUR	4	638	Afsluiting	wiktionary
VIEL	4	639	Veel	wiktionary
STAND	5	640	Hoe of waar iets staat	wiktionary
VORIG	5	641	Degene die of datgene	wiktionary
BIEDEN	6	642	Kaartspel	wiktionary
BOUWEN	6	643	Constructie oprichten	wiktionary
TERECHT	7	644	Gegrond	wiktionary
ERVARING	8	645	Vorm van kennis	wiktionary
BEVOLKING	9	646	Alle inwoners	wiktionary
LIJN	3	647	Getekende streep	wiktionary
SEKS	4	648	Gevoelens en handelingen	wiktionary
WELK	4	649	Wat	wiktionary
RONDE	5	650	Afgebakend onderdeel	wiktionary
KOSTEN	6	651	Vergen	wiktionary
SCHULD	6	652	Geldbedrag	wiktionary
OPDRACHT	8	653	Opgelegde verplichting	wiktionary
VERLATEN	8	654	Weggaan	wiktionary
OPLOSSING	9	655	Mengsel van een stof	wiktionary
BURGEMEESTER	12	656	Hoofd	wiktionary
POST	4	657	Toegezonden materiaal	wiktionary
GEZIN	5	658	Huishouden bestaande	wiktionary
STUUR	5	659	Hulpmiddel	wiktionary
MENING	6	660	Oordeel	wiktionary
NIVEAU	6	661	Rang in een hiërarchie	wiktionary
DRINKEN	7	662	Vloeistof nuttigen	wiktionary
VERLEDEN	8	663	Voorafgaande tijd	wiktionary
LAST	4	664	Iets wat een mens hindert	wiktionary
NAME	4	665	Naam	wiktionary
VLAK	4	666	Zonder bergen	wiktionary
VOLK	4	667	Groep mensen	wiktionary
JEUGD	5	668	Jongeren	wiktionary
SCHIP	5	669	Groot vaartuig	wiktionary
AFSTAND	7	670	Ruimte die zich ergens	wiktionary
FUNCTIE	7	671	Positie	wiktionary
PERFECT	7	672	Zonder enig gebrek	wiktionary
PLANNEN	7	673	Tijdstip afspreken	wiktionary
RESPECT	7	674	Gevoel van bewondering	wiktionary
BLIJKBAAR	8	675	Duidelijk	wiktionary
FESTIVAL	8	676	Reeks optredens	wiktionary
SPECIAAL	8	677	Ongewoon	wiktionary
BESCHERMEN	10	678	Er zo goed mogelijk	wiktionary
RIJ	2	679	Geordende opstelling	wiktionary
BOOS	4	680	Kwaad	wiktionary
KOST	4	681	Voeding	wiktionary
STIL	4	682	Onbeweeglijk	wiktionary
ENORM	5	683	Buitensporig groot	wiktionary
LIJKEN	5	684	Bevallen	wiktionary
PRAAT	5	685	Spreken	wiktionary
ZWAAR	5	686	Van groot gewicht	wiktionary
MUSEUM	6	687	Gebouw	wiktionary
OOSTEN	6	688	Van de windstreken	wiktionary
SCHADE	6	689	Geheel	wiktionary
MAANDAG	7	690	Dag van de week	wiktionary
TOEGANG	7	691	Plaats	wiktionary
OVERZICHT	9	692	Toestand	wiktionary
BUS	3	693	Blikken bewaardoos	wiktionary
HOI	3	694	Hallo	wiktionary
BABY	4	695	Mens in de eerste fase	wiktionary
BRIEF	5	696	Kort	wiktionary
HOPEN	5	697	Wensen	wiktionary
DAARBIJ	6	698	Bij dat	wiktionary
STRAKS	6	699	Op een later moment	wiktionary
WEGENS	6	700	Reden inleidend	wiktionary
BETAALD	7	701	Waar men geld	wiktionary
NERGENS	7	702	Als locatief deel	wiktionary
POSITIE	7	703	Stand van het lichaam	wiktionary
SLUITEN	7	704	Toedoen	wiktionary
DAARVOOR	8	705	Aanwijzend veraf	wiktionary
HIERDOOR	8	706	Door dit	wiktionary
LUISTEREN	9	707	Bevel opvolgen	wiktionary
OOG	3	708	Elk van de putjes	wiktionary
WIJK	3	709	Bewoond deel van een stad	wiktionary
GANG	4	710	Lange	wiktionary
MOND	4	711	Ingang	wiktionary
STEUN	5	712	Sociale uitkering	wiktionary
BELLEN	6	713	Deurbel over laten gaan	wiktionary
MIDDEL	6	714	Iets met behulp	wiktionary
WINKEL	6	715	Plaats	wiktionary
HIERMEE	7	716	Met dit	wiktionary
SERIEUS	7	717	Ernstig	wiktionary
VERBAND	7	718	Strook stof	wiktionary
DAGELIJKS	8	719	Iedere dag voorkomend	wiktionary
GENERAAL	8	720	Algemeen	wiktionary
OPTREDEN	8	721	Kunstzinnig verschijnen	wiktionary
BOUW	4	722	Doen verrijzen	wiktionary
BEWIJS	5	723	Datgene wat de juistheid	wiktionary
BELEID	6	724	Plan van aanpak	wiktionary
BESTUUR	7	725	Manier	wiktionary
WEEKEND	7	726	Periode van vrijdagavond	wiktionary
BESLOTEN	8	727	Niet openbaar	wiktionary
BEWEGING	8	728	In de staat verkeren	wiktionary
VERKOPEN	8	729	Goederen	wiktionary
RESULTAAT	9	730	Uitkomst	wiktionary
REGELMATIG	10	731	Op gezette tijden	wiktionary
BEL	3	732	Klok	wiktionary
MAMA	4	733	Informele benaming	wiktionary
LIEVE	5	734	Bekrachtigen	wiktionary
SLAAN	5	735	Klap uitdelen	wiktionary
ZOVER	5	736	In die mate als	wiktionary
GEDRAG	6	737	Manier	wiktionary
PROCES	6	738	Geschil dat twee	wiktionary
VOEREN	6	739	Doen varen cf	wiktionary
KANTOOR	7	740	Instelling	wiktionary
VRIJHEID	7	741	Privilege	wiktionary
DIRECTEUR	9	742	Baas van een organisatie	wiktionary
GEZONDHEID	10	743	Welbevinden	wiktionary
EX	2	744	Voormalige echtgenoot	wiktionary
LAG	3	745	Lachen	wiktionary
RIJK	3	746	Overvloedig	wiktionary
RUG	3	747	Achterkant	wiktionary
DING	4	748	Voorwerp dat geen dier	wiktionary
SHOW	4	749	Uitvoering	wiktionary
TYPE	4	750	Soort	wiktionary
WARM	4	751	Prettig overkomend	wiktionary
ZIEK	4	752	Verkerend in een toestand	wiktionary
FRANK	5	753	Stoutmoedig	wiktionary
TREIN	5	754	Rij wagons	wiktionary
WAARDE	6	755	Mogelijke opbrengst	wiktionary
BEPAALD	7	756	Nauwkeurig vastgesteld	wiktionary
NETWERK	7	757	Stelsel van zaken	wiktionary
STAPPEN	7	758	Avondje uit gaan	wiktionary
OPLEIDING	9	759	Vorm van onderwijs	wiktionary
VOORZITTER	10	760	Hoofd van een bestuur	wiktionary
KOOP	4	761	Handeling	wiktionary
OOST	4	762	Richting	wiktionary
BLEEK	5	763	Gering van kleur	wiktionary
ADVIES	6	764	Gegeven raad	wiktionary
JAMMER	6	765	Uitroep	wiktionary
NATUUR	6	766	Teelvocht	wiktionary
WINNAAR	7	767	Degene die een strijd	wiktionary
OPENBAAR	8	768	Vrij toegankelijk	wiktionary
OFFICIEEL	9	769	Erkend	wiktionary
VERDIENEN	9	770	Recht op een beloning	wiktionary
BOS	3	771	Groep bomen	wiktionary
ROOD	4	772	Primaire kleur	wiktionary
GRENS	5	773	Raaklijn	wiktionary
WAPEN	5	774	Werktuig van geweld	wiktionary
RECHTS	6	775	Betrekking hebbend	wiktionary
RIVIER	6	776	Natuurlijke waterstroom	wiktionary
BEKIJKEN	7	777	Ergens naar kijken	wiktionary
LOCATIE	7	778	Punt in de ruimte	wiktionary
STATION	7	779	Plaats	wiktionary
VERKEERD	8	780	Afwijkend	wiktionary
DONDERDAG	9	781	Dag van de week	wiktionary
KONINKRIJK	9	782	Staatsvorm	wiktionary
GEVANGENIS	10	783	Gebouw	wiktionary
ONDERTUSSEN	11	784	In de tussentijd	wiktionary
ERIN	4	785	Olifant	wiktionary
GOUD	4	786	Waardbasis	wiktionary
LEEK	4	787	Prei	wiktionary
MUUR	4	788	Heel steile weg	wiktionary
WIJZE	4	789	Manier	wiktionary
ANGST	5	790	Gevoel dat er onheil	wiktionary
TAFEL	5	791	Meestal rechthoekig	wiktionary
AANVAL	6	792	Plotselinge	wiktionary
BUREAU	6	793	Werkmeubel	wiktionary
CAMERA	6	794	Apparaat	wiktionary
LEIDING	7	795	Bepalen wat een groep	wiktionary
ADVOCAAT	8	796	Pleiter	wiktionary
TROUWENS	8	797	Overigens	wiktionary
VOORZIEN	8	798	Profetische blik hebben	wiktionary
HOOFDSTAD	9	799	Belangrijke stad	wiktionary
INTERVIEW	9	800	Vraaggesprek	wiktionary
MOMENTEEL	9	801	Tegenwoordig	wiktionary
VERLIEZEN	9	802	Iets kwijtraken	wiktionary
TOESTEMMING	11	803	Toezegging	wiktionary
GROEN	5	804	Secundaire kleur	wiktionary
HALLO	5	805	Groet	wiktionary
MODEL	5	806	Voorbeeld	wiktionary
FINALE	6	807	Beslissende wedstrijd	wiktionary
GEVAAR	6	808	Risico	wiktionary
INHOUD	6	809	Product van lengte	wiktionary
REIZEN	6	810	Onderweg zijn	wiktionary
RISICO	6	811	Kans op gevaar	wiktionary
STERKE	6	812	Mest	wiktionary
WESTEN	6	813	Van de windstreken	wiktionary
PREMIER	7	814	Minister	wiktionary
VERENIGING	10	815	Samenvoeging	wiktionary
ACHTERGROND	11	816	Letterlijk	wiktionary
EL	2	817	Hem	wiktionary
VUUR	4	818	Beschieting	wiktionary
HIERBIJ	6	819	Bij dit	wiktionary
INDRUK	6	820	Uitwerking	wiktionary
LASTIG	6	821	Met moeite	wiktionary
VLUCHT	6	822	Spanwijdte	wiktionary
ZOLANG	6	823	Gedurende de tijd	wiktionary
BESLUIT	7	824	Vastgestelde keuze	wiktionary
GERICHT	7	825	Gerecht	wiktionary
OCHTEND	7	826	Tijd rond	wiktionary
DAARDOOR	8	827	Door dat	wiktionary
COMMISSIE	9	828	Groep personen	wiktionary
MAAT	4	829	Kameraad	wiktionary
KEREN	5	830	Andere zijde toewenden	wiktionary
REDDEN	6	831	Actie ondernemen	wiktionary
ONGELUK	7	832	Onvoorziene gebeurtenis	wiktionary
SOCIAAL	7	833	Betrekking hebbend	wiktionary
ABSOLUUT	8	834	Niet beschouwd	wiktionary
AFDELING	8	835	Groep van werknemers	wiktionary
WOENSDAG	8	836	Dag van de week	wiktionary
ONDERWERP	9	837	Waar iets over gaat	wiktionary
MOGELIJKHEID	11	838	Kans	wiktionary
DAK	3	839	Deel dat een gebouw	wiktionary
NEER	4	840	Stroming	wiktionary
SINT	4	841	Heilige	wiktionary
TIPS	4	842	Korzelig	wiktionary
TEKEN	5	843	Afgesproken gebaar	wiktionary
HIERVAN	7	844	Van dit	wiktionary
NOORDEN	7	845	Van de windstreken	wiktionary
VERVOER	7	846	Overbrenging	wiktionary
REKENING	8	847	Optelsom	wiktionary
INCLUSIEF	9	848	Met inbegrip van	wiktionary
VOORMALIG	9	849	Niet langer	wiktionary
AFLEVERING	10	850	Elk onderdeel	wiktionary
VOORSTELLEN	11	851	Geven	wiktionary
MEDE	4	852	Ook	wiktionary
STIJL	4	853	Post	wiktionary
WIND	4	854	Stroming	wiktionary
ZULKE	5	855	Wat een	wiktionary
BEROEP	6	856	Bezigheid	wiktionary
HUIZEN	6	857	Wonen	wiktionary
LEIDER	6	858	Helaas	wiktionary
ACCOUNT	7	859	Bankrekening	wiktionary
HIERVOOR	8	860	Aanwijzend dichtbij	wiktionary
BETREKKING	10	861	Band of relatie	wiktionary
UITGEBREID	10	862	Groot	wiktionary
PRO	3	863	Voor	wiktionary
HOEF	4	864	Overdekking	wiktionary
HOEK	4	865	Punt waar twee benen	wiktionary
LAAG	4	866	Sociale klasse	wiktionary
KRANT	5	867	Klassiek massamedium	wiktionary
NOGAL	5	868	Tamelijk	wiktionary
SLAAP	5	869	Periode van inactiviteit	wiktionary
SLUIT	5	870	Gierig	wiktionary
VLEES	5	871	Spierweefsel	wiktionary
AARDIG	6	872	Aangenaam in omgang	wiktionary
ORANJE	6	873	Kleur van licht	wiktionary
VIEREN	6	874	Op plechtige	wiktionary
VRIJWEL	6	875	Zo goed als	wiktionary
GELEERD	7	876	Zich veel	wiktionary
KLEDING	7	877	Textiel voor de bedekking	wiktionary
AFSPRAAK	8	878	Overeenkomst	wiktionary
TOEGEVOEGD	10	879	Erbij gedaan	wiktionary
BESCHERMING	11	880	Beveiliging	wiktionary
FANTASTISCH	11	881	Geweldig en groots	wiktionary
MAATSCHAPPIJ	11	882	Vereniging	wiktionary
ONDERZOEKEN	11	883	Oorzaak of reden	wiktionary
OVERWINNING	11	884	Zege	wiktionary
SAMENLEVING	11	885	Bevolking	wiktionary
BRUG	4	886	Kunstmatige weg	wiktionary
DIEP	4	887	Waar de bodem ver	wiktionary
KAMP	4	888	Plaats	wiktionary
LAGE	4	889	Maken	wiktionary
LIEF	4	890	Vriendelijk	wiktionary
TUIN	4	891	Omheind stuk grond	wiktionary
ALBUM	5	892	Stripverhaal in boekvorm	wiktionary
ALDUS	5	893	Volgens	wiktionary
NEGEN	5	894	Gehele getal tussen acht	wiktionary
VREDE	5	895	Ontbreken van oorlog	wiktionary
GELUID	6	896	Trillingen in de lucht	wiktionary
LACHEN	6	897	Geluid	wiktionary
NEUKEN	6	898	Stoten	wiktionary
STRAND	6	899	Strook	wiktionary
STUKJE	6	900	Kort verhaal of opstel	wiktionary
VREEMD	6	901	Van buiten	wiktionary
ZINGEN	6	902	Met de eigen stem	wiktionary
GEBOUWD	7	903	In het bezit	wiktionary
ONTWERP	7	904	Resultaat	wiktionary
BEZOEKEN	8	905	Iemand kwellen	wiktionary
MIN	3	906	Vrouw	wiktionary
CODE	4	907	Volgorde van cijfers	wiktionary
LEER	4	908	Stof vervaardigd	wiktionary
MEID	4	909	Jonge vrouw	wiktionary
VELD	4	910	Open	wiktionary
REGEN	5	911	Neerslag	wiktionary
HONGER	6	912	Behoefte aan voedsel	wiktionary
SPELER	6	913	Deelnemer	wiktionary
BENEDEN	7	914	Op een plek die lager is	wiktionary
EENMAAL	7	915	Enkele keer	wiktionary
GERAAKT	7	916	In het gevoel	wiktionary
PARTNER	7	917	Deelgenoot in spelen	wiktionary
VERLIES	7	918	Teloorgaan	wiktionary
WAARVOOR	8	919	Vragend	wiktionary
BERICHTEN	9	920	Van nieuws voorzien	wiktionary
PRODUCTIE	9	921	Film	wiktionary
VERJAARDAG	10	922	Dag waarop iemand viert	wiktionary
BEHANDELING	11	923	Handeling gericht	wiktionary
BAL	3	924	Bolvormig voorwerp	wiktionary
DES	3	925	Om die reden	wiktionary
PAK	3	926	Hoeveelheid	wiktionary
BOOM	4	927	Meerjarige plant	wiktionary
VLAG	4	928	Lap stof	wiktionary
VOET	4	929	Voortzetting	wiktionary
WENS	4	930	Verlangen	wiktionary
GEEST	5	931	Dat wat zich afspeelt	wiktionary
DEGENE	6	932	Wijst een antecedent	wiktionary
SPRAKE	6	933	Taal	wiktionary
KRITIEK	7	934	Uitingen	wiktionary
RAPPORT	7	935	Schriftelijk bericht	wiktionary
VLIEGEN	7	936	Heel snel	wiktionary
PARLEMENT	9	937	Lichaam	wiktionary
VOLDOENDE	9	938	Toereikend	wiktionary
AFHANKELIJK	10	939	Genoodzaakt	wiktionary
VERBETEREN	10	940	Beter maken	wiktionary
VERKLARING	10	941	Opheldering	wiktionary
VERWACHTEN	10	942	Ergens van uitgaan	wiktionary
CITY	4	943	Stadscentrum	wiktionary
KUST	4	944	Waterkant langs de zee	wiktionary
SPIJT	4	945	Besef	wiktionary
BLAUW	5	946	Primaire kleur	wiktionary
INZET	5	947	Wat men aan het risico	wiktionary
MOTOR	5	948	Krachtbron	wiktionary
RAKEN	5	949	Klap	wiktionary
STORM	5	950	Erg harde wind	wiktionary
TONEN	5	951	Bepaalde indruk geven	wiktionary
DROMEN	6	952	Ervaren	wiktionary
EDITIE	6	953	Uitgave	wiktionary
MELDEN	6	954	Iets rapporteren	wiktionary
ZOIETS	6	955	Dergelijke zaak	wiktionary
DINSDAG	7	956	Dag van de week	wiktionary
GENAAMD	7	957	Bepaalde naam hebbend	wiktionary
LANGZAAM	8	958	Met weinig snelheid	wiktionary
TRAINING	8	959	Oefening	wiktionary
NATIONAAL	9	960	Op een volk	wiktionary
PERSONEEL	9	961	Betrekking hebbend	wiktionary
KOUD	4	962	Met een lage temperatuur	wiktionary
MARK	4	963	Leen dat grensde	wiktionary
BLOED	5	964	Sukkel	wiktionary
DROOM	5	965	Beelden	wiktionary
BERGEN	6	966	Ergens plaatsen	wiktionary
BEWUST	6	967	Van op de hoogte	wiktionary
STUDIE	6	968	Tijd besteed	wiktionary
BEPERKT	7	969	Verminderd	wiktionary
LUISTER	7	970	Straling	wiktionary
TROEPEN	7	971	Bij elkaar komen	wiktionary
CAMPAGNE	8	972	Veldtocht	wiktionary
BOODSCHAP	9	973	Overgebracht bericht	wiktionary
COLLECTIE	9	974	Verzameling	wiktionary
KWALITEIT	9	975	Hoedanigheid	wiktionary
NAUWELIJKS	9	976	Net	wiktionary
STANDAARD	9	977	Steun	wiktionary
TELEVISIE	9	978	Elektronisch apparaat	wiktionary
MINISTERIE	10	979	Afdeling van een overheid	wiktionary
ONTWIKKELD	10	980	Volgroeid zijn	wiktionary
BAAS	4	981	Overste	wiktionary
DUUR	4	982	Benodigd tijdbestek	wiktionary
TENZIJ	5	983	Behalve wanneer	wiktionary
GEZOND	6	984	Vrij van ziektes	wiktionary
MENEER	6	985	Formele manier	wiktionary
MISSEN	6	986	Niet raken	wiktionary
OMHOOG	6	987	In opwaartse richting	wiktionary
ERVAREN	7	988	Bekwaam door ondervinding	wiktionary
VERKEER	7	989	Geheel	wiktionary
WELLICHT	8	990	Misschien	wiktionary
WERKELIJK	8	991	Niet verbeeld	wiktionary
RECHTBANK	9	992	Instelling	wiktionary
INITIATIEF	10	993	Ter hand nemen	wiktionary
COMMUNICATIE	12	994	Uitwisselen	wiktionary
BAD	3	995	Voorwerp	wiktionary
THEE	4	996	Gedroogde bladeren	wiktionary
KAPOT	5	997	Gebroken	wiktionary
OUDER	5	998	Moeder of vader	wiktionary
SCHAT	5	999	Verzamelde rijkdom	wiktionary
ZAGEN	5	1000	In stukken delen	wiktionary
ALWEER	6	1001	Opnieuw	wiktionary
KLASSE	6	1002	Alle elementen	wiktionary
LAATST	6	1003	Onlangs	wiktionary
WENSEN	6	1004	Verlangen	wiktionary
VECHTEN	7	1005	Strijd leveren	wiktionary
SELECTIE	8	1006	Keuze	wiktionary
CATEGORIE	9	1007	Onderdeel	wiktionary
INTERESSE	9	1008	Belang	wiktionary
UITSPRAAK	9	1009	Manier	wiktionary
COMBINATIE	10	1010	Verband	wiktionary
GELEGENHEID	11	1011	Mogelijkheid tot	wiktionary
ORGANISEREN	11	1012	Iets	wiktionary
AS	2	1013	Staafvormig voorwerp	wiktionary
PAD	3	1014	Kikker	wiktionary
ANTI	4	1015	Tegenstander	wiktionary
BOOT	4	1016	Klein vaartuig	wiktionary
GAST	4	1017	Wie ergens ontvangen	wiktionary
MERK	4	1018	Symbool of naam	wiktionary
TEST	4	1019	Probeersel	wiktionary
BEREID	6	1020	Akkoord gaand	wiktionary
DANSEN	6	1021	Sierlijk	wiktionary
DIENEN	6	1022	Behoren	wiktionary
GEWOND	6	1023	Letsel hebbend	wiktionary
HANGEN	6	1024	Zich in een positie los	wiktionary
PASSEN	6	1025	Schikken	wiktionary
SCHOON	6	1026	Mooi	wiktionary
SIMPEL	6	1027	Zonder veel complicaties	wiktionary
TWIJFEL	6	1028	Innerlijke staat	wiktionary
VIERDE	6	1029	Gedeeld	wiktionary
AKKOORD	7	1030	Overeenkomst	wiktionary
GEZOCHT	7	1031	In trek	wiktionary
VERZOEK	7	1032	Vraag om iets te doen	wiktionary
GETROUWD	8	1033	Echtpaar vormend	wiktionary
KAMPIOEN	8	1034	Winnaar	wiktionary
KONINGIN	8	1035	Vrouwelijk hoofd	wiktionary
POSITIEF	8	1036	Stellende trap	wiktionary
BEDOELING	9	1037	Doel van een actie	wiktionary
MATERIAAL	9	1038	Tastbare stof	wiktionary
TENMINSTE	9	1039	In de zin	wiktionary
GEMAKKELIJK	10	1040	Geen moeite	wiktionary
RESTAURANT	10	1041	Versterkende voeding	wiktionary
ONTWIKKELEN	11	1042	Ontstaan	wiktionary
VOORNAMELIJK	11	1043	In hogere mate	wiktionary
AT	2	1044	Aan	wiktionary
OMA	3	1045	Moeder van een ouder	wiktionary
TON	3	1046	Vat in de vorm	wiktionary
BERG	4	1047	Grote hoeveelheid	wiktionary
BIER	4	1048	Alcoholische drank	wiktionary
DAME	4	1049	Beschaafde vrouw	wiktionary
HAAL	4	1050	Heftige beweging	wiktionary
RAAR	4	1051	Vreemd	wiktionary
WARE	4	1052	Waar	wiktionary
ADRES	5	1053	Verzoek	wiktionary
DEBAT	5	1054	Steekspel	wiktionary
BEHULP	6	1055	Hulp	wiktionary
DAAROP	6	1056	Op dat	wiktionary
EFFECT	6	1057	Uitwerking	wiktionary
STEKEN	6	1058	Doorboren	wiktionary
COMPLEET	8	1059	Volledig	wiktionary
DISTRICT	8	1060	Gebied	wiktionary
GEDEELTE	8	1061	Minder dan het geheel	wiktionary
EVENEMENT	9	1062	Belangrijke gebeurtenis	wiktionary
VERWIJDERD	9	1063	Afgelegen	wiktionary
ONTZETTEND	10	1064	Waarvan je schrikt	wiktionary
VERBINDING	10	1065	Chemische stof	wiktionary
VERWIJDEREN	10	1066	Weghalen	wiktionary
ARM	3	1067	Onderdeel	wiktionary
DOM	3	1068	Dak in de vorm	wiktionary
LEEG	4	1069	Zonder inhoud	wiktionary
STOF	4	1070	Materiaal	wiktionary
TIME	4	1071	Tijd	wiktionary
BOMEN	5	1072	Langdurig	wiktionary
BROEK	5	1073	Kledingstuk	wiktionary
FLINK	5	1074	Stevig van lichaamsbouw	wiktionary
INEENS	6	1075	Snel en onverwachts	wiktionary
STATUS	6	1076	Aanzien	wiktionary
DICHTBIJ	7	1077	Niet ver van	wiktionary
VERSLAG	7	1078	Bericht	wiktionary
GEREGELD	8	1079	Waar al voor gezorgd is	wiktionary
GEMEENSCHAP	11	1080	Met één	wiktionary
VIS	3	1081	Gewerveld dier	wiktionary
KLAS	4	1082	Groep leerlingen	wiktionary
PERS	4	1083	Instrument	wiktionary
KADER	5	1084	Situationele context	wiktionary
KLANT	5	1085	Afnemer van een product	wiktionary
PAARD	5	1086	Dat als rijdier	wiktionary
ROUTE	5	1087	Weg die men aflegt	wiktionary
KEUKEN	6	1088	Plaats	wiktionary
EENHEID	7	1089	Gevoel	wiktionary
MEVROUW	7	1090	Formele manier	wiktionary
SERVICE	7	1091	Bediening	wiktionary
OPERATIE	8	1092	Chirurgische ingreep	wiktionary
UITERAARD	9	1093	Uit de aard	wiktionary
MEDEWERKER	10	1094	Iemand die met anderen	wiktionary
LAS	3	1095	Vermoeid	wiktionary
DATE	4	1096	Afspraakje	wiktionary
GLAS	4	1097	Blauw	wiktionary
GOLF	4	1098	Meestal	wiktionary
SLIM	4	1099	Intelligent	wiktionary
TOUR	4	1100	Rondreis	wiktionary
SFEER	5	1101	Geheel van gedachten	wiktionary
SPOOR	5	1102	Afdruk	wiktionary
VOORT	5	1103	Verder gaan	wiktionary
EROVER	6	1104	Boven dit	wiktionary
MILIEU	6	1105	Sociale omgeving	wiktionary
MINUUT	6	1106	Eenheid van tijd	wiktionary
RONDOM	6	1107	In de buurt van	wiktionary
BEPALEN	7	1108	Met palen afzetten	wiktionary
BEWIJZEN	7	1109	Aantonen	wiktionary
CONCERT	7	1110	Muziekstuk	wiktionary
VOORUIT	7	1111	Aansporing	wiktionary
BEGRAVEN	8	1112	Overledene in een kist	wiktionary
POPULAIR	8	1113	Bij velen in trek	wiktionary
EENVOUDIG	9	1114	Niet ingewikkeld	wiktionary
GENERATIE	9	1115	Alle individuen	wiktionary
GEVESTIGD	9	1116	Al langer	wiktionary
BIG	3	1117	Jong van het varken	wiktionary
MOE	3	1118	Geneigd tot rusten	wiktionary
OUT	3	1119	Uit	wiktionary
HANS	4	1120	Van hem	wiktionary
KEEK	4	1121	Uitzicht	wiktionary
UNIE	4	1122	Samen een eenheid	wiktionary
GROEI	5	1123	Groter worden	wiktionary
THEMA	5	1124	Onderwerp	wiktionary
CANADA	6	1125	Verkorting	wiktionary
HANDEL	6	1126	Winkel	wiktionary
SPOREN	6	1127	Met de trein reizen	wiktionary
PRODUCT	7	1128	Uitkomst	wiktionary
GEZELLIG	8	1129	Kenmerken hebbend	wiktionary
JAARLIJKS	8	1130	Eenmaal	wiktionary
TECHNIEK	8	1131	Bewerkingen	wiktionary
VOORSTEL	8	1132	Hetgeen	wiktionary
BETEKENEN	9	1133	Ergens voor staan	wiktionary
INDUSTRIE	9	1134	Nijverheid	wiktionary
WERELDWIJD	9	1135	Op globale schaal	wiktionary
ANTWOORDEN	10	1136	Geven	wiktionary
BELACHELIJK	10	1137	Lachwekkend	wiktionary
HERINNEREN	10	1138	Opnieuw	wiktionary
OVEREENKOMST	12	1139	Bindende afspraak	wiktionary
MA	2	1140	Moeder	wiktionary
HOF	3	1141	Uitgebreide huishouding	wiktionary
ARME	4	1142	Iemand die weinig bezit	wiktionary
GAME	4	1143	Onderdeel	wiktionary
MATE	4	1144	Graad	wiktionary
NEUS	4	1145	Orgaan	wiktionary
PAUS	4	1146	Hoofd	wiktionary
SHIT	4	1147	Rommel	wiktionary
SLOT	4	1148	Einde	wiktionary
TRAP	4	1149	Verbinding tussen twee	wiktionary
KWAAD	5	1150	Onaangenaam	wiktionary
WINST	5	1151	Verschil	wiktionary
BEIDEN	6	1152	Treuzelen	wiktionary
LEAGUE	6	1153	Engelse mijl	wiktionary
LENGTE	6	1154	Grootste afmeting	wiktionary
STROOM	6	1155	Rivier	wiktionary
GROEIEN	7	1156	Groter worden	wiktionary
OPENING	7	1157	Plaats	wiktionary
VERDEELD	8	1158	In delen gescheiden	wiktionary
ALSJEBLIEFT	11	1159	Als beleefde aandrang	wiktionary
PRESENTATIE	11	1160	Aanbod	wiktionary
LEG	3	1161	Been	wiktionary
LUL	3	1162	Scheldwoord voor een man	wiktionary
TAS	3	1163	Kopje	wiktionary
COACH	5	1164	Touringcar	wiktionary
DUREN	5	1165	Bepaalde tijd	wiktionary
LIEFST	6	1166	Benadrukkend	wiktionary
ROEPEN	6	1167	Met verheffing	wiktionary
STUDIO	6	1168	Werkplaats	wiktionary
TERMIJN	6	1169	Vast tijdstip	wiktionary
COLLEGA	7	1170	Vak- of ambtgenoot	wiktionary
